,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
1337,170,17,-10.9,32,4.0,2000,Winter,No Holiday,Yes,25,1,2018
1338,288,18,-11.8,33,4.0,2000,Winter,No Holiday,Yes,25,1,2018
1339,178,19,-12.7,33,3.7,2000,Winter,No Holiday,Yes,25,1,2018
1340,141,20,-13.5,33,2.4,2000,Winter,No Holiday,Yes,25,1,2018
1341,137,21,-14.1,35,2.2,2000,Winter,No Holiday,Yes,25,1,2018
1342,113,22,-14.6,35,2.5,2000,Winter,No Holiday,Yes,25,1,2018
1343,79,23,-14.9,35,2.8,2000,Winter,No Holiday,Yes,25,1,2018
1344,68,0,-15.1,34,1.7,2000,Winter,No Holiday,Yes,26,1,2018
1345,93,1,-15.3,34,1.7,2000,Winter,No Holiday,Yes,26,1,2018
1346,54,2,-15.6,33,2.2,2000,Winter,No Holiday,Yes,26,1,2018
1347,41,3,-15.9,34,2.9,2000,Winter,No Holiday,Yes,26,1,2018
1348,24,4,-16.4,36,1.5,2000,Winter,No Holiday,Yes,26,1,2018
1349,36,5,-16.9,38,2.3,2000,Winter,No Holiday,Yes,26,1,2018
1350,64,6,-17.4,40,1.6,2000,Winter,No Holiday,Yes,26,1,2018
1351,142,7,-17.5,38,3.4,2000,Winter,No Holiday,Yes,26,1,2018
1352,322,8,-17.8,40,2.5,2000,Winter,No Holiday,Yes,26,1,2018
1353,149,9,-17.5,37,3.8,1941,Winter,No Holiday,Yes,26,1,2018
1354,96,10,-16.5,33,3.4,1703,Winter,No Holiday,Yes,26,1,2018
1355,93,11,-15.6,31,3.3,1808,Winter,No Holiday,Yes,26,1,2018
1356,111,12,-14.4,30,2.7,1906,Winter,No Holiday,Yes,26,1,2018
1357,115,13,-13.3,28,2.7,1889,Winter,No Holiday,Yes,26,1,2018
1358,116,14,-12.1,27,2.5,1879,Winter,No Holiday,Yes,26,1,2018
1359,140,15,-11.4,27,3.3,1805,Winter,No Holiday,Yes,26,1,2018
1360,147,16,-10.8,28,2.7,1778,Winter,No Holiday,Yes,26,1,2018
1361,196,17,-11.5,31,3.3,1745,Winter,No Holiday,Yes,26,1,2018
1362,305,18,-12.7,33,2.5,1835,Winter,No Holiday,Yes,26,1,2018
1363,171,19,-13.2,33,2.4,1863,Winter,No Holiday,Yes,26,1,2018
1364,121,20,-13.7,35,1.7,1878,Winter,No Holiday,Yes,26,1,2018
1365,130,21,-14.1,36,1.8,1869,Winter,No Holiday,Yes,26,1,2018
1366,108,22,-14.6,40,1.8,1746,Winter,No Holiday,Yes,26,1,2018
1367,89,23,-14.4,38,2.7,1738,Winter,No Holiday,Yes,26,1,2018
1368,80,0,-15.0,42,1.2,1766,Winter,No Holiday,Yes,27,1,2018
1369,94,1,-15.1,43,0.8,1905,Winter,No Holiday,Yes,27,1,2018
1370,75,2,-15.3,43,0.6,1867,Winter,No Holiday,Yes,27,1,2018
1371,41,3,-15.3,43,0.8,1963,Winter,No Holiday,Yes,27,1,2018
1372,36,4,-15.3,47,0.8,1868,Winter,No Holiday,Yes,27,1,2018
1373,25,5,-15.4,45,0.8,2000,Winter,No Holiday,Yes,27,1,2018
1374,33,6,-15.3,47,0.7,1921,Winter,No Holiday,Yes,27,1,2018
1375,57,7,-15.7,53,1.3,1629,Winter,No Holiday,Yes,27,1,2018
1376,84,8,-15.9,58,0.9,1369,Winter,No Holiday,Yes,27,1,2018
1377,105,9,-15.1,49,1.1,1401,Winter,No Holiday,Yes,27,1,2018
1378,96,10,-12.3,35,0.6,1497,Winter,No Holiday,Yes,27,1,2018
1379,125,11,-9.6,33,1.1,1748,Winter,No Holiday,Yes,27,1,2018
1380,145,12,-7.7,32,2.5,1763,Winter,No Holiday,Yes,27,1,2018
1381,189,13,-6.6,27,2.1,1889,Winter,No Holiday,Yes,27,1,2018
1382,193,14,-4.1,25,2.0,1730,Winter,No Holiday,Yes,27,1,2018
1383,192,15,-3.7,26,2.2,1739,Winter,No Holiday,Yes,27,1,2018
1384,195,16,-3.7,25,2.6,1839,Winter,No Holiday,Yes,27,1,2018
1385,207,17,-4.6,26,1.9,2000,Winter,No Holiday,Yes,27,1,2018
1386,162,18,-6.6,31,3.0,1988,Winter,No Holiday,Yes,27,1,2018
1387,122,19,-7.1,33,2.0,1887,Winter,No Holiday,Yes,27,1,2018
1388,117,20,-7.6,36,1.7,1858,Winter,No Holiday,Yes,27,1,2018
1389,103,21,-7.9,35,2.6,1878,Winter,No Holiday,Yes,27,1,2018
1390,114,22,-7.8,43,2.3,1804,Winter,No Holiday,Yes,27,1,2018
1391,103,23,-7.6,42,1.2,1760,Winter,No Holiday,Yes,27,1,2018
1392,125,0,-7.5,36,2.3,1972,Winter,No Holiday,Yes,28,1,2018
1393,103,1,-7.5,45,2.4,1853,Winter,No Holiday,Yes,28,1,2018
1394,72,2,-7.8,51,1.9,1627,Winter,No Holiday,Yes,28,1,2018
1395,67,3,-7.7,49,1.8,1573,Winter,No Holiday,Yes,28,1,2018
1396,38,4,-7.6,37,1.6,1966,Winter,No Holiday,Yes,28,1,2018
1397,21,5,-7.5,33,1.5,2000,Winter,No Holiday,Yes,28,1,2018
1398,30,6,-7.8,35,1.9,2000,Winter,No Holiday,Yes,28,1,2018
1399,42,7,-8.0,39,1.9,2000,Winter,No Holiday,Yes,28,1,2018
1400,72,8,-8.1,43,1.7,1943,Winter,No Holiday,Yes,28,1,2018
1401,104,9,-7.8,41,1.8,1923,Winter,No Holiday,Yes,28,1,2018
1402,111,10,-5.9,35,1.9,1940,Winter,No Holiday,Yes,28,1,2018
1403,145,11,-4.6,27,2.6,1887,Winter,No Holiday,Yes,28,1,2018
1404,189,12,-3.5,26,2.5,1756,Winter,No Holiday,Yes,28,1,2018
1405,206,13,-2.4,22,2.5,1866,Winter,No Holiday,Yes,28,1,2018
1406,225,14,-1.5,20,3.0,1992,Winter,No Holiday,Yes,28,1,2018
1407,217,15,-1.9,23,4.3,2000,Winter,No Holiday,Yes,28,1,2018
1408,187,16,-2.1,27,4.0,2000,Winter,No Holiday,Yes,28,1,2018
1409,178,17,-3.8,32,5.2,2000,Winter,No Holiday,Yes,28,1,2018
1410,157,18,-4.9,35,3.7,2000,Winter,No Holiday,Yes,28,1,2018
1411,134,19,-6.0,31,3.6,2000,Winter,No Holiday,Yes,28,1,2018
1412,113,20,-7.0,30,2.8,2000,Winter,No Holiday,Yes,28,1,2018
1413,106,21,-7.3,34,3.5,2000,Winter,No Holiday,Yes,28,1,2018
1414,105,22,-7.9,40,2.5,1997,Winter,No Holiday,Yes,28,1,2018
1415,81,23,-8.7,42,2.1,1981,Winter,No Holiday,Yes,28,1,2018
1416,80,0,-9.3,45,0.7,1976,Winter,No Holiday,Yes,29,1,2018
1417,62,1,-9.8,47,1.3,1934,Winter,No Holiday,Yes,29,1,2018
1418,49,2,-10.2,47,0.9,1808,Winter,No Holiday,Yes,29,1,2018
1419,27,3,-9.8,43,2.8,1963,Winter,No Holiday,Yes,29,1,2018
1420,26,4,-9.9,45,2.5,1967,Winter,No Holiday,Yes,29,1,2018
1421,50,5,-10.4,47,1.0,1921,Winter,No Holiday,Yes,29,1,2018
1422,94,6,-10.9,43,1.0,1967,Winter,No Holiday,Yes,29,1,2018
1423,231,7,-11.1,37,1.6,2000,Winter,No Holiday,Yes,29,1,2018
1424,450,8,-11.5,38,1.0,1998,Winter,No Holiday,Yes,29,1,2018
1425,217,9,-10.8,34,2.9,1975,Winter,No Holiday,Yes,29,1,2018
1426,135,10,-9.5,28,3.7,1893,Winter,No Holiday,Yes,29,1,2018
1427,166,11,-8.1,24,3.6,1761,Winter,No Holiday,Yes,29,1,2018
1428,186,12,-7.3,23,3.8,1903,Winter,No Holiday,Yes,29,1,2018
1429,166,13,-6.9,23,4.6,1963,Winter,No Holiday,Yes,29,1,2018
1430,168,14,-5.7,23,4.5,1956,Winter,No Holiday,Yes,29,1,2018
1431,177,15,-5.2,27,4.5,1927,Winter,No Holiday,Yes,29,1,2018
1432,195,16,-5.5,28,4.3,1926,Winter,No Holiday,Yes,29,1,2018
1433,239,17,-5.7,30,3.6,1978,Winter,No Holiday,Yes,29,1,2018
1434,438,18,-6.6,34,2.5,2000,Winter,No Holiday,Yes,29,1,2018
1435,282,19,-7.1,40,3.2,2000,Winter,No Holiday,Yes,29,1,2018
1436,197,20,-7.4,41,3.8,2000,Winter,No Holiday,Yes,29,1,2018
1437,182,21,-7.7,42,2.9,1905,Winter,No Holiday,Yes,29,1,2018
1438,172,22,-8.8,40,3.0,1985,Winter,No Holiday,Yes,29,1,2018
1439,99,23,-9.4,41,1.6,2000,Winter,No Holiday,Yes,29,1,2018
1440,108,0,-10.0,34,1.1,2000,Winter,No Holiday,Yes,30,1,2018
1441,129,1,-10.4,37,0.3,2000,Winter,No Holiday,Yes,30,1,2018
1442,84,2,-10.6,40,1.0,2000,Winter,No Holiday,Yes,30,1,2018
1443,54,3,-10.7,42,1.4,2000,Winter,No Holiday,Yes,30,1,2018
1444,33,4,-11.1,50,1.2,1986,Winter,No Holiday,Yes,30,1,2018
1445,47,5,-11.3,53,1.6,1979,Winter,No Holiday,Yes,30,1,2018
1446,94,6,-11.2,53,0.9,2000,Winter,No Holiday,Yes,30,1,2018
1447,214,7,-11.3,57,0.9,1984,Winter,No Holiday,Yes,30,1,2018
1448,491,8,-11.1,61,0.7,1963,Winter,No Holiday,Yes,30,1,2018
1449,254,9,-9.9,49,0.8,1624,Winter,No Holiday,Yes,30,1,2018
1450,170,10,-7.5,42,0.9,1705,Winter,No Holiday,Yes,30,1,2018
1451,220,11,-4.5,29,1.3,1912,Winter,No Holiday,Yes,30,1,2018
1452,253,12,-3.2,32,2.7,1900,Winter,No Holiday,Yes,30,1,2018
1453,225,13,-1.3,35,2.0,1893,Winter,No Holiday,Yes,30,1,2018
1454,238,14,-1.1,46,2.1,1437,Winter,No Holiday,Yes,30,1,2018
1455,173,15,-1.6,55,2.5,1891,Winter,No Holiday,Yes,30,1,2018
1456,94,16,-2.2,76,1.7,233,Winter,No Holiday,Yes,30,1,2018
1457,53,17,-2.4,85,0.3,174,Winter,No Holiday,Yes,30,1,2018
1458,100,18,-2.3,91,0.4,202,Winter,No Holiday,Yes,30,1,2018
1459,59,19,-1.7,91,1.1,167,Winter,No Holiday,Yes,30,1,2018
1460,72,20,-1.5,91,1.7,270,Winter,No Holiday,Yes,30,1,2018
1461,60,21,-1.6,91,1.3,508,Winter,No Holiday,Yes,30,1,2018
1462,73,22,-1.7,85,1.2,1006,Winter,No Holiday,Yes,30,1,2018
1463,62,23,-1.7,83,1.0,1093,Winter,No Holiday,Yes,30,1,2018
1464,69,0,-1.7,83,0.8,1113,Winter,No Holiday,Yes,31,1,2018
1465,96,1,-1.6,81,1.1,1141,Winter,No Holiday,Yes,31,1,2018
1466,60,2,-1.6,80,1.4,1097,Winter,No Holiday,Yes,31,1,2018
1467,47,3,-2.2,83,1.0,977,Winter,No Holiday,Yes,31,1,2018
1468,34,4,-2.4,82,1.5,877,Winter,No Holiday,Yes,31,1,2018
1469,34,5,-2.8,83,0.6,946,Winter,No Holiday,Yes,31,1,2018
1470,63,6,-3.1,80,0.7,1215,Winter,No Holiday,Yes,31,1,2018
1471,124,7,-3.5,83,1.6,953,Winter,No Holiday,Yes,31,1,2018
1472,273,8,-3.6,83,1.7,915,Winter,No Holiday,Yes,31,1,2018
1473,137,9,-3.3,77,1.2,916,Winter,No Holiday,Yes,31,1,2018
1474,102,10,-2.3,63,1.7,1286,Winter,No Holiday,Yes,31,1,2018
1475,144,11,-1.5,46,2.5,1906,Winter,No Holiday,Yes,31,1,2018
1476,160,12,-1.0,35,2.7,1921,Winter,No Holiday,Yes,31,1,2018
1477,171,13,-0.8,39,2.6,1853,Winter,No Holiday,Yes,31,1,2018
1478,156,14,-0.7,33,2.7,1984,Winter,No Holiday,Yes,31,1,2018
1479,214,15,-0.5,30,2.3,1997,Winter,No Holiday,Yes,31,1,2018
1480,216,16,-0.1,29,1.6,2000,Winter,No Holiday,Yes,31,1,2018
1481,279,17,-0.9,34,2.8,2000,Winter,No Holiday,Yes,31,1,2018
1482,403,18,-1.8,35,2.1,2000,Winter,No Holiday,Yes,31,1,2018
1483,270,19,-2.2,36,2.2,2000,Winter,No Holiday,Yes,31,1,2018
1484,229,20,-2.6,36,3.1,2000,Winter,No Holiday,Yes,31,1,2018
1485,229,21,-3.4,40,0.9,2000,Winter,No Holiday,Yes,31,1,2018
1486,188,22,-4.2,48,1.0,2000,Winter,No Holiday,Yes,31,1,2018
1487,132,23,-4.7,53,1.3,2000,Winter,No Holiday,Yes,31,1,2018
1488,122,0,-5.2,56,1.4,1996,Winter,No Holiday,Yes,2,1,2018
1489,149,1,-5.4,54,1.7,1996,Winter,No Holiday,Yes,2,1,2018
1490,103,2,-5.5,53,2.1,1980,Winter,No Holiday,Yes,2,1,2018
1491,81,3,-6.2,57,1.6,1874,Winter,No Holiday,Yes,2,1,2018
1492,37,4,-7.1,56,1.8,1841,Winter,No Holiday,Yes,2,1,2018
1493,51,5,-7.8,65,2.3,1737,Winter,No Holiday,Yes,2,1,2018
1494,95,6,-8.1,59,0.7,1915,Winter,No Holiday,Yes,2,1,2018
1495,244,7,-8.7,64,0.5,1972,Winter,No Holiday,Yes,2,1,2018
1496,459,8,-8.6,59,1.0,1948,Winter,No Holiday,Yes,2,1,2018
1497,259,9,-7.9,50,0.6,1805,Winter,No Holiday,Yes,2,1,2018
1498,168,10,-5.0,41,0.5,1799,Winter,No Holiday,Yes,2,1,2018
1499,194,11,-2.6,33,1.5,1830,Winter,No Holiday,Yes,2,1,2018
1500,240,12,-1.1,31,1.3,1869,Winter,No Holiday,Yes,2,1,2018
1501,233,13,0.3,28,3.1,1988,Winter,No Holiday,Yes,2,1,2018
1502,256,14,0.8,23,3.2,2000,Winter,No Holiday,Yes,2,1,2018
1503,293,15,0.7,25,3.0,1987,Winter,No Holiday,Yes,2,1,2018
1504,268,16,1.1,26,2.1,1957,Winter,No Holiday,Yes,2,1,2018
1505,341,17,0.3,26,2.4,1977,Winter,No Holiday,Yes,2,1,2018
1506,542,18,-1.0,28,1.9,2000,Winter,No Holiday,Yes,2,1,2018
1507,344,19,-1.8,32,1.5,2000,Winter,No Holiday,Yes,2,1,2018
1508,263,20,-2.4,36,1.0,2000,Winter,No Holiday,Yes,2,1,2018
1509,257,21,-3.2,47,1.8,1917,Winter,No Holiday,Yes,2,1,2018
1510,235,22,-3.9,52,1.2,1871,Winter,No Holiday,Yes,2,1,2018
1511,143,23,-4.5,55,0.4,1908,Winter,No Holiday,Yes,2,1,2018
1512,138,0,-4.9,56,1.1,1982,Winter,No Holiday,Yes,2,2,2018
1513,159,1,-5.2,56,0.9,1973,Winter,No Holiday,Yes,2,2,2018
1514,102,2,-5.7,59,0.3,1951,Winter,No Holiday,Yes,2,2,2018
1515,65,3,-6.3,63,0.9,1425,Winter,No Holiday,Yes,2,2,2018
1516,47,4,-6.7,65,1.1,1705,Winter,No Holiday,Yes,2,2,2018
1517,48,5,-6.8,61,0.2,1724,Winter,No Holiday,Yes,2,2,2018
1518,115,6,-7.0,62,1.3,1830,Winter,No Holiday,Yes,2,2,2018
1519,267,7,-7.4,62,1.5,1909,Winter,No Holiday,Yes,2,2,2018
1520,558,8,-7.4,58,2.2,1882,Winter,No Holiday,Yes,2,2,2018
1521,280,9,-6.5,54,1.2,1541,Winter,No Holiday,Yes,2,2,2018
1522,187,10,-4.1,43,1.2,1187,Winter,No Holiday,Yes,2,2,2018
1523,234,11,-1.4,37,1.0,1317,Winter,No Holiday,Yes,2,2,2018
1524,303,12,0.9,37,1.5,1283,Winter,No Holiday,Yes,2,2,2018
1525,294,13,1.6,29,2.2,1662,Winter,No Holiday,Yes,2,2,2018
1526,293,14,3.2,26,2.2,1499,Winter,No Holiday,Yes,2,2,2018
1527,310,15,3.6,26,2.4,1687,Winter,No Holiday,Yes,2,2,2018
1528,330,16,2.9,26,3.0,1968,Winter,No Holiday,Yes,2,2,2018
1529,382,17,2.0,25,2.3,1998,Winter,No Holiday,Yes,2,2,2018
1530,592,18,0.5,37,3.0,1733,Winter,No Holiday,Yes,2,2,2018
1531,379,19,-0.5,43,2.5,1666,Winter,No Holiday,Yes,2,2,2018
1532,241,20,-1.3,51,2.4,1481,Winter,No Holiday,Yes,2,2,2018
1533,225,21,-2.0,61,1.7,1655,Winter,No Holiday,Yes,2,2,2018
1534,227,22,-2.4,63,1.3,1523,Winter,No Holiday,Yes,2,2,2018
1535,178,23,-2.6,69,2.0,1434,Winter,No Holiday,Yes,2,2,2018
1536,182,0,-2.5,69,2.2,1366,Winter,No Holiday,Yes,2,3,2018
1537,184,1,-2.3,71,3.2,1078,Winter,No Holiday,Yes,2,3,2018
1538,123,2,-3.4,82,4.2,184,Winter,No Holiday,Yes,2,3,2018
1539,60,3,-4.4,80,4.3,346,Winter,No Holiday,Yes,2,3,2018
1540,35,4,-5.6,74,4.0,387,Winter,No Holiday,Yes,2,3,2018
1541,31,5,-6.3,65,3.9,1521,Winter,No Holiday,Yes,2,3,2018
1542,33,6,-7.8,57,4.8,1867,Winter,No Holiday,Yes,2,3,2018
1543,67,7,-8.8,58,4.0,1942,Winter,No Holiday,Yes,2,3,2018
1544,116,8,-9.5,56,3.5,1979,Winter,No Holiday,Yes,2,3,2018
1545,168,9,-9.4,47,3.3,1995,Winter,No Holiday,Yes,2,3,2018
1546,144,10,-8.5,43,4.0,1797,Winter,No Holiday,Yes,2,3,2018
1547,195,11,-7.7,41,4.6,1984,Winter,No Holiday,Yes,2,3,2018
1548,192,12,-6.0,38,3.4,1930,Winter,No Holiday,Yes,2,3,2018
1549,229,13,-5.8,38,3.7,1961,Winter,No Holiday,Yes,2,3,2018
1550,196,14,-5.0,31,4.0,2000,Winter,No Holiday,Yes,2,3,2018
1551,210,15,-4.5,31,4.3,1979,Winter,No Holiday,Yes,2,3,2018
1552,205,16,-4.2,31,3.5,1974,Winter,No Holiday,Yes,2,3,2018
1553,211,17,-5.6,32,4.6,2000,Winter,No Holiday,Yes,2,3,2018
1554,175,18,-6.6,36,4.4,2000,Winter,No Holiday,Yes,2,3,2018
1555,135,19,-7.6,32,4.8,2000,Winter,No Holiday,Yes,2,3,2018
1556,109,20,-8.5,31,4.1,2000,Winter,No Holiday,Yes,2,3,2018
1557,107,21,-9.1,38,2.7,2000,Winter,No Holiday,Yes,2,3,2018
1558,92,22,-9.7,45,3.0,2000,Winter,No Holiday,Yes,2,3,2018
1559,91,23,-10.0,48,2.6,2000,Winter,No Holiday,Yes,2,3,2018
1560,98,0,-10.4,49,2.4,2000,Winter,No Holiday,Yes,2,4,2018
1561,90,1,-10.5,48,3.1,2000,Winter,No Holiday,Yes,2,4,2018
1562,60,2,-10.5,49,2.0,2000,Winter,No Holiday,Yes,2,4,2018
1563,54,3,-10.6,47,3.7,2000,Winter,No Holiday,Yes,2,4,2018
1564,35,4,-11.2,47,2.3,2000,Winter,No Holiday,Yes,2,4,2018
1565,21,5,-11.5,51,3.3,1996,Winter,No Holiday,Yes,2,4,2018
1566,23,6,-11.8,54,2.4,1917,Winter,No Holiday,Yes,2,4,2018
1567,34,7,-12.4,54,2.5,1790,Winter,No Holiday,Yes,2,4,2018
1568,70,8,-12.8,56,2.4,1507,Winter,No Holiday,Yes,2,4,2018
1569,97,9,-12.4,51,3.8,1415,Winter,No Holiday,Yes,2,4,2018
1570,103,10,-11.2,43,3.5,1359,Winter,No Holiday,Yes,2,4,2018
1571,115,11,-9.7,37,2.8,1436,Winter,No Holiday,Yes,2,4,2018
1572,165,12,-8.3,32,1.8,1295,Winter,No Holiday,Yes,2,4,2018
1573,152,13,-8.3,34,4.0,1561,Winter,No Holiday,Yes,2,4,2018
1574,177,14,-7.4,33,4.0,1713,Winter,No Holiday,Yes,2,4,2018
1575,190,15,-6.4,30,4.9,1939,Winter,No Holiday,Yes,2,4,2018
1576,181,16,-5.4,29,3.6,1979,Winter,No Holiday,Yes,2,4,2018
1577,184,17,-5.9,27,3.6,1974,Winter,No Holiday,Yes,2,4,2018
1578,154,18,-7.0,26,4.1,2000,Winter,No Holiday,Yes,2,4,2018
1579,124,19,-7.7,31,3.3,2000,Winter,No Holiday,Yes,2,4,2018
1580,98,20,-8.2,28,3.5,2000,Winter,No Holiday,Yes,2,4,2018
1581,107,21,-8.9,35,3.2,2000,Winter,No Holiday,Yes,2,4,2018
1582,78,22,-9.7,45,1.3,2000,Winter,No Holiday,Yes,2,4,2018
1583,77,23,-10.3,48,2.0,2000,Winter,No Holiday,Yes,2,4,2018
1584,82,0,-10.5,52,2.4,2000,Winter,No Holiday,Yes,2,5,2018
1585,52,1,-11.2,54,1.0,2000,Winter,No Holiday,Yes,2,5,2018
1586,39,2,-11.2,55,1.5,2000,Winter,No Holiday,Yes,2,5,2018
1587,33,3,-11.3,54,0.6,2000,Winter,No Holiday,Yes,2,5,2018
1588,20,4,-11.7,51,1.2,2000,Winter,No Holiday,Yes,2,5,2018
1589,37,5,-11.6,45,2.4,2000,Winter,No Holiday,Yes,2,5,2018
1590,110,6,-11.5,40,2.3,2000,Winter,No Holiday,Yes,2,5,2018
1591,227,7,-11.6,44,1.6,2000,Winter,No Holiday,Yes,2,5,2018
1592,433,8,-11.5,40,2.8,2000,Winter,No Holiday,Yes,2,5,2018
1593,216,9,-11.1,38,2.4,1945,Winter,No Holiday,Yes,2,5,2018
1594,123,10,-9.6,32,3.7,2000,Winter,No Holiday,Yes,2,5,2018
1595,156,11,-8.5,27,4.7,1894,Winter,No Holiday,Yes,2,5,2018
1596,157,12,-7.8,28,4.1,2000,Winter,No Holiday,Yes,2,5,2018
1597,169,13,-7.0,25,4.2,1999,Winter,No Holiday,Yes,2,5,2018
1598,170,14,-6.4,24,4.6,1970,Winter,No Holiday,Yes,2,5,2018
1599,169,15,-5.7,25,4.4,1995,Winter,No Holiday,Yes,2,5,2018
1600,199,16,-5.4,25,3.4,1985,Winter,No Holiday,Yes,2,5,2018
1601,225,17,-6.4,28,4.5,2000,Winter,No Holiday,Yes,2,5,2018
1602,388,18,-7.6,29,3.5,2000,Winter,No Holiday,Yes,2,5,2018
1603,246,19,-8.3,29,4.1,2000,Winter,No Holiday,Yes,2,5,2018
1604,206,20,-9.1,35,3.8,2000,Winter,No Holiday,Yes,2,5,2018
1605,177,21,-9.8,41,3.9,1949,Winter,No Holiday,Yes,2,5,2018
1606,183,22,-10.3,43,3.7,1876,Winter,No Holiday,Yes,2,5,2018
1607,115,23,-10.5,47,2.8,1794,Winter,No Holiday,Yes,2,5,2018
1608,126,0,-10.6,47,3.5,1803,Winter,No Holiday,Yes,2,6,2018
1609,87,1,-10.9,36,3.3,2000,Winter,No Holiday,Yes,2,6,2018
1610,59,2,-11.2,36,2.9,1981,Winter,No Holiday,Yes,2,6,2018
1611,36,3,-11.6,35,3.2,1992,Winter,No Holiday,Yes,2,6,2018
1612,32,4,-12.0,36,2.7,1998,Winter,No Holiday,Yes,2,6,2018
1613,40,5,-12.3,37,2.9,2000,Winter,No Holiday,Yes,2,6,2018
1614,94,6,-12.5,40,3.4,1991,Winter,No Holiday,Yes,2,6,2018
1615,213,7,-12.7,41,3.7,1982,Winter,No Holiday,Yes,2,6,2018
1616,438,8,-12.7,41,3.1,2000,Winter,No Holiday,Yes,2,6,2018
1617,217,9,-12.3,39,3.7,1984,Winter,No Holiday,Yes,2,6,2018
1618,128,10,-11.3,35,4.2,1848,Winter,No Holiday,Yes,2,6,2018
1619,175,11,-9.9,32,3.3,1863,Winter,No Holiday,Yes,2,6,2018
1620,172,12,-8.2,31,2.7,1858,Winter,No Holiday,Yes,2,6,2018
1621,165,13,-7.5,28,4.3,1904,Winter,No Holiday,Yes,2,6,2018
1622,147,14,-7.0,26,4.4,1986,Winter,No Holiday,Yes,2,6,2018
1623,171,15,-5.9,25,3.1,1936,Winter,No Holiday,Yes,2,6,2018
1624,175,16,-5.9,24,3.5,2000,Winter,No Holiday,Yes,2,6,2018
1625,227,17,-6.6,29,2.5,2000,Winter,No Holiday,Yes,2,6,2018
1626,392,18,-7.6,36,3.3,2000,Winter,No Holiday,Yes,2,6,2018
1627,251,19,-8.4,37,4.0,2000,Winter,No Holiday,Yes,2,6,2018
1628,193,20,-9.6,34,2.6,2000,Winter,No Holiday,Yes,2,6,2018
1629,175,21,-10.6,39,3.1,2000,Winter,No Holiday,Yes,2,6,2018
1630,169,22,-11.1,43,1.8,1960,Winter,No Holiday,Yes,2,6,2018
1631,106,23,-11.8,46,1.1,1860,Winter,No Holiday,Yes,2,6,2018
1632,116,0,-12.3,47,0.4,1848,Winter,No Holiday,Yes,2,7,2018
1633,96,1,-12.3,47,1.9,1837,Winter,No Holiday,Yes,2,7,2018
1634,83,2,-12.5,50,1.0,1722,Winter,No Holiday,Yes,2,7,2018
1635,51,3,-12.5,49,1.5,1885,Winter,No Holiday,Yes,2,7,2018
1636,34,4,-13.1,54,0.7,1369,Winter,No Holiday,Yes,2,7,2018
1637,45,5,-13.0,53,0.7,1810,Winter,No Holiday,Yes,2,7,2018
1638,92,6,-13.2,50,0.5,1873,Winter,No Holiday,Yes,2,7,2018
1639,214,7,-13.2,56,0.9,1665,Winter,No Holiday,Yes,2,7,2018
1640,469,8,-13.3,60,0.6,1598,Winter,No Holiday,Yes,2,7,2018
1641,237,9,-12.0,50,1.3,1523,Winter,No Holiday,Yes,2,7,2018
1642,155,10,-9.6,39,0.7,1580,Winter,No Holiday,Yes,2,7,2018
1643,176,11,-7.0,28,3.3,1829,Winter,No Holiday,Yes,2,7,2018
1644,188,12,-6.0,24,2.6,1964,Winter,No Holiday,Yes,2,7,2018
1645,228,13,-4.5,23,2.6,1937,Winter,No Holiday,Yes,2,7,2018
1646,199,14,-3.5,20,1.5,1976,Winter,No Holiday,Yes,2,7,2018
1647,221,15,-2.1,20,2.3,1961,Winter,No Holiday,Yes,2,7,2018
1648,240,16,-1.7,18,2.0,1919,Winter,No Holiday,Yes,2,7,2018
1649,320,17,-2.3,20,2.2,1994,Winter,No Holiday,Yes,2,7,2018
1650,448,18,-4.0,27,2.5,2000,Winter,No Holiday,Yes,2,7,2018
1651,280,19,-5.2,33,2.6,2000,Winter,No Holiday,Yes,2,7,2018
1652,218,20,-5.8,44,2.1,1994,Winter,No Holiday,Yes,2,7,2018
1653,223,21,-6.3,48,2.2,1965,Winter,No Holiday,Yes,2,7,2018
1654,200,22,-6.8,50,1.7,1856,Winter,No Holiday,Yes,2,7,2018
1655,164,23,-7.6,50,1.0,1839,Winter,No Holiday,Yes,2,7,2018
1656,136,0,-8.2,50,1.1,1850,Winter,No Holiday,Yes,2,8,2018
1657,126,1,-8.5,60,1.2,1908,Winter,No Holiday,Yes,2,8,2018
1658,103,2,-8.3,65,0.4,1750,Winter,No Holiday,Yes,2,8,2018
1659,57,3,-8.6,64,0.9,1754,Winter,No Holiday,Yes,2,8,2018
1660,46,4,-9.0,54,0.6,1833,Winter,No Holiday,Yes,2,8,2018
1661,39,5,-9.0,56,0.4,1678,Winter,No Holiday,Yes,2,8,2018
1662,99,6,-9.3,61,0.7,1684,Winter,No Holiday,Yes,2,8,2018
1663,255,7,-9.6,67,1.0,1503,Winter,No Holiday,Yes,2,8,2018
1664,507,8,-9.7,65,0.8,1508,Winter,No Holiday,Yes,2,8,2018
1665,270,9,-8.5,55,1.0,1482,Winter,No Holiday,Yes,2,8,2018
1666,160,10,-6.3,46,1.3,1346,Winter,No Holiday,Yes,2,8,2018
1667,217,11,-3.1,39,1.2,1495,Winter,No Holiday,Yes,2,8,2018
1668,253,12,-1.5,35,1.2,1551,Winter,No Holiday,Yes,2,8,2018
