Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
522,19,2.5,21,2.2,2000,Winter,No Holiday,Yes,20,2,2018
358,20,1.8,19,3.1,2000,Winter,No Holiday,Yes,20,2,2018
415,21,1.1,21,1.6,2000,Winter,No Holiday,Yes,20,2,2018
319,22,0.5,22,2.9,2000,Winter,No Holiday,Yes,20,2,2018
242,23,-0.5,26,3.3,2000,Winter,No Holiday,Yes,20,2,2018
171,0,-1.4,28,3.4,1990,Winter,No Holiday,Yes,21,2,2018
162,1,-2.2,31,1.1,1970,Winter,No Holiday,Yes,21,2,2018
105,2,-2.9,31,1.6,1931,Winter,No Holiday,Yes,21,2,2018
59,3,-3.4,32,0.9,1977,Winter,No Holiday,Yes,21,2,2018
50,4,-3.8,32,1.1,2000,Winter,No Holiday,Yes,21,2,2018
63,5,-4.0,35,1.8,2000,Winter,No Holiday,Yes,21,2,2018
159,6,-4.0,34,3.4,2000,Winter,No Holiday,Yes,21,2,2018
385,7,-4.1,35,3.5,1980,Winter,No Holiday,Yes,21,2,2018
718,8,-4.3,36,1.9,1955,Winter,No Holiday,Yes,21,2,2018
373,9,-3.8,28,1.7,1904,Winter,No Holiday,Yes,21,2,2018
244,10,-1.8,25,2.6,1913,Winter,No Holiday,Yes,21,2,2018
276,11,0.2,22,2.2,1907,Winter,No Holiday,Yes,21,2,2018
351,12,2.2,17,2.0,1824,Winter,No Holiday,Yes,21,2,2018
299,13,2.9,14,3.3,2000,Winter,No Holiday,Yes,21,2,2018
365,14,3.3,14,2.9,1985,Winter,No Holiday,Yes,21,2,2018
366,15,4.2,15,2.7,1995,Winter,No Holiday,Yes,21,2,2018
409,16,3.7,14,3.9,2000,Winter,No Holiday,Yes,21,2,2018
469,17,3.1,14,3.7,2000,Winter,No Holiday,Yes,21,2,2018
784,18,1.8,16,3.4,2000,Winter,No Holiday,Yes,21,2,2018
460,19,-0.1,39,2.8,2000,Winter,No Holiday,Yes,21,2,2018
356,20,-1.1,43,1.5,2000,Winter,No Holiday,Yes,21,2,2018
345,21,-1.6,52,2.2,2000,Winter,No Holiday,Yes,21,2,2018
299,22,-2.2,55,1.4,2000,Winter,No Holiday,Yes,21,2,2018
223,23,-2.7,58,1.1,2000,Winter,No Holiday,Yes,21,2,2018
195,0,-2.7,58,1.7,2000,Winter,No Holiday,Yes,22,2,2018
190,1,-2.2,58,1.0,2000,Winter,No Holiday,Yes,22,2,2018
116,2,-2.9,57,0.0,1985,Winter,No Holiday,Yes,22,2,2018
71,3,-2.8,57,0.5,1995,Winter,No Holiday,Yes,22,2,2018
66,4,-2.4,58,0.3,2000,Winter,No Holiday,Yes,22,2,2018
75,5,-2.4,59,1.1,1984,Winter,No Holiday,Yes,22,2,2018
151,6,-3.0,62,0.8,1996,Winter,No Holiday,Yes,22,2,2018
373,7,-3.7,64,0.7,1891,Winter,No Holiday,Yes,22,2,2018
783,8,-3.6,63,0.9,1473,Winter,No Holiday,Yes,22,2,2018
383,9,-1.9,51,0.9,1654,Winter,No Holiday,Yes,22,2,2018
259,10,0.9,44,1.1,1826,Winter,No Holiday,Yes,22,2,2018
308,11,2.7,44,0.9,1761,Winter,No Holiday,Yes,22,2,2018
352,12,4.8,47,2.6,1373,Winter,No Holiday,Yes,22,2,2018
316,13,4.5,51,3.8,1108,Winter,No Holiday,Yes,22,2,2018
331,14,4.8,50,4.3,1168,Winter,No Holiday,Yes,22,2,2018
356,15,5.0,49,4.4,1138,Winter,No Holiday,Yes,22,2,2018
404,16,5.0,50,4.3,1121,Winter,No Holiday,Yes,22,2,2018
465,17,4.6,52,3.9,1059,Winter,No Holiday,Yes,22,2,2018
730,18,3.9,56,4.0,1004,Winter,No Holiday,Yes,22,2,2018
499,19,3.5,60,2.7,936,Winter,No Holiday,Yes,22,2,2018
348,20,3.0,62,2.4,975,Winter,No Holiday,Yes,22,2,2018
393,21,2.9,64,2.5,1154,Winter,No Holiday,Yes,22,2,2018
346,22,2.9,65,2.3,1150,Winter,No Holiday,Yes,22,2,2018
202,23,2.9,63,2.6,1253,Winter,No Holiday,Yes,22,2,2018
42,0,1.7,86,2.7,54,Winter,No Holiday,Yes,23,2,2018
55,1,0.6,96,2.1,118,Winter,No Holiday,Yes,23,2,2018
62,2,0.7,97,1.4,197,Winter,No Holiday,Yes,23,2,2018
32,3,0.9,97,1.2,243,Winter,No Holiday,Yes,23,2,2018
36,4,1.1,96,2.5,241,Winter,No Holiday,Yes,23,2,2018
39,5,1.0,91,0.7,257,Winter,No Holiday,Yes,23,2,2018
63,6,0.4,95,0.3,197,Winter,No Holiday,Yes,23,2,2018
174,7,-0.1,97,0.5,179,Winter,No Holiday,Yes,23,2,2018
391,8,-0.2,97,0.4,197,Winter,No Holiday,Yes,23,2,2018
214,9,0.5,94,0.6,199,Winter,No Holiday,Yes,23,2,2018
184,10,2.2,83,0.8,221,Winter,No Holiday,Yes,23,2,2018
230,11,3.8,72,0.9,236,Winter,No Holiday,Yes,23,2,2018
283,12,5.3,70,0.9,226,Winter,No Holiday,Yes,23,2,2018
304,13,6.7,64,2.0,241,Winter,No Holiday,Yes,23,2,2018
312,14,7.8,57,2.1,277,Winter,No Holiday,Yes,23,2,2018
312,15,8.2,62,0.6,291,Winter,No Holiday,Yes,23,2,2018
354,16,8.3,60,2.7,354,Winter,No Holiday,Yes,23,2,2018
470,17,7.9,68,4.2,352,Winter,No Holiday,Yes,23,2,2018
669,18,7.5,70,5.0,374,Winter,No Holiday,Yes,23,2,2018
421,19,6.9,73,3.7,369,Winter,No Holiday,Yes,23,2,2018
295,20,6.4,77,2.8,316,Winter,No Holiday,Yes,23,2,2018
321,21,6.0,79,2.7,306,Winter,No Holiday,Yes,23,2,2018
291,22,5.7,81,2.5,292,Winter,No Holiday,Yes,23,2,2018
243,23,5.5,80,2.7,258,Winter,No Holiday,Yes,23,2,2018
226,0,4.6,82,3.0,240,Winter,No Holiday,Yes,24,2,2018
263,1,4.0,83,1.7,235,Winter,No Holiday,Yes,24,2,2018
197,2,3.7,82,1.6,229,Winter,No Holiday,Yes,24,2,2018
133,3,3.5,82,2.9,217,Winter,No Holiday,Yes,24,2,2018
63,4,2.7,82,2.8,222,Winter,No Holiday,Yes,24,2,2018
58,5,1.8,84,2.7,214,Winter,No Holiday,Yes,24,2,2018
72,6,1.2,83,2.5,245,Winter,No Holiday,Yes,24,2,2018
108,7,0.6,86,1.6,211,Winter,No Holiday,Yes,24,2,2018
203,8,0.0,77,2.8,289,Winter,No Holiday,Yes,24,2,2018
253,9,0.6,64,3.8,430,Winter,No Holiday,Yes,24,2,2018
259,10,0.8,60,2.9,497,Winter,No Holiday,Yes,24,2,2018
298,11,2.2,50,2.4,608,Winter,No Holiday,Yes,24,2,2018
363,12,4.0,37,1.4,763,Winter,No Holiday,Yes,24,2,2018
412,13,5.3,29,2.1,1007,Winter,No Holiday,Yes,24,2,2018
454,14,6.9,19,1.9,1843,Winter,No Holiday,Yes,24,2,2018
467,15,6.7,24,2.7,1536,Winter,No Holiday,Yes,24,2,2018
509,16,5.9,21,3.0,1864,Winter,No Holiday,Yes,24,2,2018
462,17,4.9,28,3.1,1477,Winter,No Holiday,Yes,24,2,2018
379,18,3.5,30,2.9,1726,Winter,No Holiday,Yes,24,2,2018
306,19,2.1,27,2.8,1883,Winter,No Holiday,Yes,24,2,2018
233,20,1.1,32,1.4,1785,Winter,No Holiday,Yes,24,2,2018
232,21,0.7,31,1.3,1923,Winter,No Holiday,Yes,24,2,2018
219,22,0.1,32,0.9,1937,Winter,No Holiday,Yes,24,2,2018
187,23,-0.6,39,1.3,1731,Winter,No Holiday,Yes,24,2,2018
182,0,-1.1,44,1.2,1741,Winter,No Holiday,Yes,25,2,2018
189,1,-1.4,43,0.6,1791,Winter,No Holiday,Yes,25,2,2018
124,2,-1.5,46,1.1,1744,Winter,No Holiday,Yes,25,2,2018
103,3,-1.3,42,0.8,1648,Winter,No Holiday,Yes,25,2,2018
52,4,-1.1,43,0.7,1558,Winter,No Holiday,Yes,25,2,2018
37,5,-0.7,41,0.9,1442,Winter,No Holiday,Yes,25,2,2018
54,6,-0.8,44,0.6,1541,Winter,No Holiday,Yes,25,2,2018
77,7,-1.0,47,0.9,1552,Winter,No Holiday,Yes,25,2,2018
158,8,-1.3,54,0.6,1597,Winter,No Holiday,Yes,25,2,2018
173,9,-0.3,48,1.1,1394,Winter,No Holiday,Yes,25,2,2018
195,10,2.1,42,1.1,1564,Winter,No Holiday,Yes,25,2,2018
244,11,4.3,29,2.6,1293,Winter,No Holiday,Yes,25,2,2018
396,12,5.5,25,3.1,1652,Winter,No Holiday,Yes,25,2,2018
482,13,6.1,22,2.4,1710,Winter,No Holiday,Yes,25,2,2018
572,14,7.0,23,2.4,1645,Winter,No Holiday,Yes,25,2,2018
612,15,7.5,21,2.7,1900,Winter,No Holiday,Yes,25,2,2018
688,16,7.6,18,3.2,1930,Winter,No Holiday,Yes,25,2,2018
589,17,6.9,25,2.9,1795,Winter,No Holiday,Yes,25,2,2018
402,18,5.2,30,2.8,1877,Winter,No Holiday,Yes,25,2,2018
297,19,3.1,40,2.6,1804,Winter,No Holiday,Yes,25,2,2018
232,20,1.3,49,2.8,1683,Winter,No Holiday,Yes,25,2,2018
239,21,0.2,55,2.5,1942,Winter,No Holiday,Yes,25,2,2018
230,22,0.0,54,2.5,1929,Winter,No Holiday,Yes,25,2,2018
173,23,-0.3,58,1.0,1945,Winter,No Holiday,Yes,25,2,2018
135,0,-0.9,60,0.7,1844,Winter,No Holiday,Yes,26,2,2018
122,1,-1.2,63,0.9,1846,Winter,No Holiday,Yes,26,2,2018
80,2,-1.7,66,0.8,1631,Winter,No Holiday,Yes,26,2,2018
46,3,-1.9,67,1.0,1575,Winter,No Holiday,Yes,26,2,2018
46,4,-2.3,69,1.1,1411,Winter,No Holiday,Yes,26,2,2018
65,5,-2.5,73,0.8,1134,Winter,No Holiday,Yes,26,2,2018
161,6,-2.7,72,0.5,1253,Winter,No Holiday,Yes,26,2,2018
402,7,-3.1,68,0.8,1417,Winter,No Holiday,Yes,26,2,2018
786,8,-2.9,63,0.7,1386,Winter,No Holiday,Yes,26,2,2018
416,9,-1.1,53,0.9,1308,Winter,No Holiday,Yes,26,2,2018
289,10,1.9,46,1.1,1233,Winter,No Holiday,Yes,26,2,2018
356,11,4.6,37,1.6,1309,Winter,No Holiday,Yes,26,2,2018
428,12,6.9,28,1.1,1301,Winter,No Holiday,Yes,26,2,2018
444,13,8.1,26,1.2,1422,Winter,No Holiday,Yes,26,2,2018
455,14,9.9,25,1.5,1401,Winter,No Holiday,Yes,26,2,2018
521,15,10.3,23,2.1,1317,Winter,No Holiday,Yes,26,2,2018
555,16,9.5,31,3.1,973,Winter,No Holiday,Yes,26,2,2018
646,17,8.7,30,3.1,1117,Winter,No Holiday,Yes,26,2,2018
929,18,7.2,26,2.3,1398,Winter,No Holiday,Yes,26,2,2018
619,19,5.5,30,2.7,1150,Winter,No Holiday,Yes,26,2,2018
483,20,4.3,32,1.7,1101,Winter,No Holiday,Yes,26,2,2018
512,21,3.3,36,1.4,1110,Winter,No Holiday,Yes,26,2,2018
443,22,2.7,40,1.0,1089,Winter,No Holiday,Yes,26,2,2018
308,23,2.8,39,0.7,1065,Winter,No Holiday,Yes,26,2,2018
236,0,2.6,40,1.8,1095,Winter,No Holiday,Yes,27,2,2018
213,1,2.1,44,0.9,1107,Winter,No Holiday,Yes,27,2,2018
145,2,1.5,44,1.2,1079,Winter,No Holiday,Yes,27,2,2018
102,3,1.1,44,1.0,1128,Winter,No Holiday,Yes,27,2,2018
62,4,0.9,46,0.8,1140,Winter,No Holiday,Yes,27,2,2018
72,5,0.6,50,0.1,1026,Winter,No Holiday,Yes,27,2,2018
183,6,0.6,50,0.4,985,Winter,No Holiday,Yes,27,2,2018
443,7,1.3,47,0.7,1084,Winter,No Holiday,Yes,27,2,2018
767,8,2.0,51,0.7,990,Winter,No Holiday,Yes,27,2,2018
455,9,2.5,51,1.0,866,Winter,No Holiday,Yes,27,2,2018
261,10,3.3,47,0.7,818,Winter,No Holiday,Yes,27,2,2018
342,11,4.8,41,0.8,792,Winter,No Holiday,Yes,27,2,2018
353,12,5.4,37,0.7,815,Winter,No Holiday,Yes,27,2,2018
335,13,5.8,39,0.6,931,Winter,No Holiday,Yes,27,2,2018
357,14,6.3,40,0.8,943,Winter,No Holiday,Yes,27,2,2018
402,15,6.7,48,0.8,817,Winter,No Holiday,Yes,27,2,2018
411,16,6.9,54,1.1,692,Winter,No Holiday,Yes,27,2,2018
529,17,6.8,57,1.0,623,Winter,No Holiday,Yes,27,2,2018
897,18,6.6,62,0.8,522,Winter,No Holiday,Yes,27,2,2018
616,19,6.1,44,1.0,750,Winter,No Holiday,Yes,27,2,2018
461,20,5.9,44,1.3,733,Winter,No Holiday,Yes,27,2,2018
449,21,5.7,46,0.8,727,Winter,No Holiday,Yes,27,2,2018
461,22,5.4,49,1.1,687,Winter,No Holiday,Yes,27,2,2018
310,23,5.3,53,1.5,582,Winter,No Holiday,Yes,27,2,2018
266,0,5.1,52,1.1,614,Winter,No Holiday,Yes,28,2,2018
229,1,5.0,53,1.4,557,Winter,No Holiday,Yes,28,2,2018
174,2,5.2,54,1.3,516,Winter,No Holiday,Yes,28,2,2018
116,3,5.3,55,1.7,488,Winter,No Holiday,Yes,28,2,2018
72,4,5.4,56,1.7,472,Winter,No Holiday,Yes,28,2,2018
62,5,5.2,59,1.7,437,Winter,No Holiday,Yes,28,2,2018
165,6,5.2,60,1.9,430,Winter,No Holiday,Yes,28,2,2018
426,7,5.5,59,2.8,448,Winter,No Holiday,Yes,28,2,2018
816,8,5.7,57,2.5,458,Winter,No Holiday,Yes,28,2,2018
419,9,6.2,55,2.4,478,Winter,No Holiday,Yes,28,2,2018
285,10,6.5,53,2.0,518,Winter,No Holiday,Yes,28,2,2018
332,11,7.1,50,2.2,534,Winter,No Holiday,Yes,28,2,2018
305,12,7.6,48,2.6,600,Winter,No Holiday,Yes,28,2,2018
28,13,7.6,57,2.3,554,Winter,No Holiday,Yes,28,2,2018
17,14,5.7,80,3.7,348,Winter,No Holiday,Yes,28,2,2018
7,15,4.8,87,2.9,312,Winter,No Holiday,Yes,28,2,2018
9,16,4.2,89,2.5,479,Winter,No Holiday,Yes,28,2,2018
8,17,3.8,90,2.7,654,Winter,No Holiday,Yes,28,2,2018
11,18,3.6,90,2.1,845,Winter,No Holiday,Yes,28,2,2018
19,19,2.5,95,1.9,838,Winter,No Holiday,Yes,28,2,2018
8,20,2.7,96,1.5,1479,Winter,No Holiday,Yes,28,2,2018
10,21,2.4,95,2.5,1349,Winter,No Holiday,Yes,28,2,2018
13,22,2.3,96,1.9,1207,Winter,No Holiday,Yes,28,2,2018
23,23,1.8,96,1.2,745,Winter,No Holiday,Yes,28,2,2018
71,0,2.0,96,1.3,1894,Spring,Holiday,Yes,3,1,2018
147,1,2.1,97,0.2,859,Spring,Holiday,Yes,3,1,2018
180,2,2.0,97,1.0,580,Spring,Holiday,Yes,3,1,2018
92,3,1.6,97,2.3,469,Spring,Holiday,Yes,3,1,2018
28,4,1.6,97,1.1,636,Spring,Holiday,Yes,3,1,2018
11,5,2.2,97,2.9,362,Spring,Holiday,Yes,3,1,2018
33,6,3.0,96,2.7,303,Spring,Holiday,Yes,3,1,2018
61,7,2.6,89,4.3,320,Spring,Holiday,Yes,3,1,2018
148,8,1.5,80,3.2,1246,Spring,Holiday,Yes,3,1,2018
160,9,0.1,78,4.9,615,Spring,Holiday,Yes,3,1,2018
191,10,0.1,53,5.3,1022,Spring,Holiday,Yes,3,1,2018
239,11,0.8,52,4.6,1035,Spring,Holiday,Yes,3,1,2018
311,12,0.5,46,4.7,1172,Spring,Holiday,Yes,3,1,2018
358,13,1.4,37,4.0,1681,Spring,Holiday,Yes,3,1,2018
375,14,1.2,36,6.0,1430,Spring,Holiday,Yes,3,1,2018
458,15,1.6,35,4.5,1567,Spring,Holiday,Yes,3,1,2018
460,16,1.4,33,4.8,1480,Spring,Holiday,Yes,3,1,2018
423,17,0.4,37,5.2,1366,Spring,Holiday,Yes,3,1,2018
317,18,-0.8,40,4.7,1429,Spring,Holiday,Yes,3,1,2018
231,19,-1.7,45,3.3,1375,Spring,Holiday,Yes,3,1,2018
246,20,-2.2,49,3.5,1325,Spring,Holiday,Yes,3,1,2018
212,21,-3.0,50,3.7,1301,Spring,Holiday,Yes,3,1,2018
190,22,-3.6,52,3.7,1277,Spring,Holiday,Yes,3,1,2018
190,23,-4.0,52,3.4,1272,Spring,Holiday,Yes,3,1,2018
156,0,-4.3,53,2.6,1334,Spring,No Holiday,Yes,3,2,2018
108,1,-4.6,52,2.1,1372,Spring,No Holiday,Yes,3,2,2018
71,2,-5.3,52,1.2,1434,Spring,No Holiday,Yes,3,2,2018
49,3,-5.7,50,1.7,1559,Spring,No Holiday,Yes,3,2,2018
47,4,-5.8,48,1.5,1552,Spring,No Holiday,Yes,3,2,2018
65,5,-6.1,49,1.0,1621,Spring,No Holiday,Yes,3,2,2018
135,6,-6.4,50,1.5,1593,Spring,No Holiday,Yes,3,2,2018
401,7,-6.6,52,0.5,1555,Spring,No Holiday,Yes,3,2,2018
617,8,-6.2,45,0.4,1600,Spring,No Holiday,Yes,3,2,2018
343,9,-4.6,34,1.2,1583,Spring,No Holiday,Yes,3,2,2018
274,10,-1.8,30,2.1,1608,Spring,No Holiday,Yes,3,2,2018
343,11,0.1,30,1.8,1640,Spring,No Holiday,Yes,3,2,2018
388,12,1.8,26,2.2,1556,Spring,No Holiday,Yes,3,2,2018
375,13,2.3,22,3.1,1627,Spring,No Holiday,Yes,3,2,2018
450,14,3.4,23,2.4,1545,Spring,No Holiday,Yes,3,2,2018
463,15,4.3,22,1.3,1837,Spring,No Holiday,Yes,3,2,2018
574,16,5.2,21,2.1,1721,Spring,No Holiday,Yes,3,2,2018
631,17,4.3,21,2.5,1961,Spring,No Holiday,Yes,3,2,2018
854,18,3.5,22,0.9,1961,Spring,No Holiday,Yes,3,2,2018
568,19,2.0,26,2.3,1985,Spring,No Holiday,Yes,3,2,2018
427,20,1.2,35,2.5,1977,Spring,No Holiday,Yes,3,2,2018
396,21,1.0,34,1.4,1880,Spring,No Holiday,Yes,3,2,2018
414,22,0.5,38,0.9,1907,Spring,No Holiday,Yes,3,2,2018
284,23,0.3,38,0.2,1895,Spring,No Holiday,Yes,3,2,2018
218,0,0.5,34,0.4,1889,Spring,No Holiday,Yes,3,3,2018
229,1,0.6,36,0.4,1933,Spring,No Holiday,Yes,3,3,2018
176,2,0.9,35,0.5,1856,Spring,No Holiday,Yes,3,3,2018
149,3,0.8,38,0.8,1594,Spring,No Holiday,Yes,3,3,2018
93,4,0.6,43,0.9,1599,Spring,No Holiday,Yes,3,3,2018
55,5,0.8,39,1.0,1463,Spring,No Holiday,Yes,3,3,2018
71,6,0.5,42,0.9,1543,Spring,No Holiday,Yes,3,3,2018
159,7,0.1,43,1.4,1502,Spring,No Holiday,Yes,3,3,2018
306,8,0.4,38,1.8,1564,Spring,No Holiday,Yes,3,3,2018
329,9,2.2,30,1.5,1513,Spring,No Holiday,Yes,3,3,2018
354,10,5.1,27,1.2,1563,Spring,No Holiday,Yes,3,3,2018
431,11,8.1,21,2.1,1738,Spring,No Holiday,Yes,3,3,2018
605,12,10.7,16,1.7,1657,Spring,No Holiday,Yes,3,3,2018
771,13,12.2,14,1.6,1896,Spring,No Holiday,Yes,3,3,2018
1025,14,14.4,14,1.4,1833,Spring,No Holiday,Yes,3,3,2018
1238,15,16.0,14,2.2,1828,Spring,No Holiday,Yes,3,3,2018
1285,16,15.8,15,2.6,1867,Spring,No Holiday,Yes,3,3,2018
1197,17,15.0,22,2.5,1946,Spring,No Holiday,Yes,3,3,2018
920,18,13.9,26,1.9,1995,Spring,No Holiday,Yes,3,3,2018
630,19,12.7,32,2.3,2000,Spring,No Holiday,Yes,3,3,2018
631,20,11.1,51,3.7,1957,Spring,No Holiday,Yes,3,3,2018
588,21,10.3,52,2.2,1843,Spring,No Holiday,Yes,3,3,2018
516,22,10.2,49,1.7,1972,Spring,No Holiday,Yes,3,3,2018
215,23,9.4,74,1.6,559,Spring,No Holiday,Yes,3,3,2018
161,0,8.5,87,0.9,303,Spring,No Holiday,Yes,3,4,2018
118,1,8.3,91,0.1,282,Spring,No Holiday,Yes,3,4,2018
95,2,8.3,95,0.3,243,Spring,No Holiday,Yes,3,4,2018
90,3,8.5,96,0.4,238,Spring,No Holiday,Yes,3,4,2018
34,4,8.8,95,0.2,218,Spring,No Holiday,Yes,3,4,2018
15,5,8.8,96,1.2,196,Spring,No Holiday,Yes,3,4,2018
20,6,8.6,96,0.7,224,Spring,No Holiday,Yes,3,4,2018
23,7,8.4,97,2.6,122,Spring,No Holiday,Yes,3,4,2018
70,8,8.3,97,0.6,152,Spring,No Holiday,Yes,3,4,2018
157,9,8.8,97,1.3,196,Spring,No Holiday,Yes,3,4,2018
239,10,9.8,90,0.8,335,Spring,No Holiday,Yes,3,4,2018
273,11,10.1,88,0.7,453,Spring,No Holiday,Yes,3,4,2018
358,12,10.7,85,0.9,393,Spring,No Holiday,Yes,3,4,2018
429,13,10.8,84,1.2,400,Spring,No Holiday,Yes,3,4,2018
475,14,11.2,83,1.1,518,Spring,No Holiday,Yes,3,4,2018
468,15,11.7,81,1.2,616,Spring,No Holiday,Yes,3,4,2018
396,16,11.7,82,1.1,753,Spring,No Holiday,Yes,3,4,2018
492,17,11.8,82,1.7,990,Spring,No Holiday,Yes,3,4,2018
436,18,11.5,81,1.5,1475,Spring,No Holiday,Yes,3,4,2018
289,19,11.2,81,2.3,1614,Spring,No Holiday,Yes,3,4,2018
26,20,11.3,80,1.2,1978,Spring,No Holiday,Yes,3,4,2018
7,21,10.6,89,2.1,606,Spring,No Holiday,Yes,3,4,2018
8,22,9.6,92,2.5,721,Spring,No Holiday,Yes,3,4,2018
9,23,8.7,91,2.9,957,Spring,No Holiday,Yes,3,4,2018
22,0,7.6,88,2.5,1974,Spring,No Holiday,Yes,3,5,2018
23,1,7.0,88,2.5,2000,Spring,No Holiday,Yes,3,5,2018
9,2,6.3,89,2.2,1456,Spring,No Holiday,Yes,3,5,2018
2,3,5.7,92,2.0,458,Spring,No Holiday,Yes,3,5,2018
4,4,5.1,90,2.6,1005,Spring,No Holiday,Yes,3,5,2018
22,5,4.7,89,2.3,1242,Spring,No Holiday,Yes,3,5,2018
20,6,4.2,87,2.0,1979,Spring,No Holiday,Yes,3,5,2018
85,7,3.8,87,2.2,2000,Spring,No Holiday,Yes,3,5,2018
184,8,3.6,88,2.3,2000,Spring,No Holiday,Yes,3,5,2018
211,9,3.7,85,1.8,2000,Spring,No Holiday,Yes,3,5,2018
232,10,4.4,80,1.8,2000,Spring,No Holiday,Yes,3,5,2018
322,11,6.1,66,1.9,2000,Spring,No Holiday,Yes,3,5,2018
438,12,7.6,58,2.4,2000,Spring,No Holiday,Yes,3,5,2018
465,13,8.3,51,2.0,2000,Spring,No Holiday,Yes,3,5,2018
550,14,10.0,44,1.9,2000,Spring,No Holiday,Yes,3,5,2018
637,15,10.3,43,2.5,2000,Spring,No Holiday,Yes,3,5,2018
718,16,11.0,39,1.2,2000,Spring,No Holiday,Yes,3,5,2018
865,17,10.0,43,1.4,2000,Spring,No Holiday,Yes,3,5,2018
1155,18,8.1,47,1.7,2000,Spring,No Holiday,Yes,3,5,2018
782,19,5.8,53,1.7,2000,Spring,No Holiday,Yes,3,5,2018
578,20,4.3,57,1.3,2000,Spring,No Holiday,Yes,3,5,2018
533,21,3.1,59,1.5,2000,Spring,No Holiday,Yes,3,5,2018
466,22,2.3,63,1.0,2000,Spring,No Holiday,Yes,3,5,2018
274,23,1.9,60,1.3,2000,Spring,No Holiday,Yes,3,5,2018
224,0,1.3,69,0.8,2000,Spring,No Holiday,Yes,3,6,2018
188,1,0.8,67,0.8,2000,Spring,No Holiday,Yes,3,6,2018
122,2,0.3,71,0.9,1999,Spring,No Holiday,Yes,3,6,2018
82,3,0.1,71,0.4,2000,Spring,No Holiday,Yes,3,6,2018
79,4,-0.5,75,0.6,1967,Spring,No Holiday,Yes,3,6,2018
80,5,-0.9,78,0.6,1687,Spring,No Holiday,Yes,3,6,2018
214,6,-1.0,77,0.4,1578,Spring,No Holiday,Yes,3,6,2018
583,7,-1.0,78,0.6,1484,Spring,No Holiday,Yes,3,6,2018
997,8,-0.7,76,1.0,1461,Spring,No Holiday,Yes,3,6,2018
556,9,1.2,62,0.8,1338,Spring,No Holiday,Yes,3,6,2018
380,10,3.7,51,1.3,1596,Spring,No Holiday,Yes,3,6,2018
475,11,6.3,41,1.3,1519,Spring,No Holiday,Yes,3,6,2018
504,12,8.5,34,1.9,1876,Spring,No Holiday,Yes,3,6,2018
528,13,9.3,27,2.2,1816,Spring,No Holiday,Yes,3,6,2018
567,14,9.2,27,2.9,1880,Spring,No Holiday,Yes,3,6,2018
616,15,10.1,24,1.8,1839,Spring,No Holiday,Yes,3,6,2018
680,16,10.6,26,1.9,1955,Spring,No Holiday,Yes,3,6,2018
883,17,10.2,27,2.8,1826,Spring,No Holiday,Yes,3,6,2018
1246,18,8.7,28,3.2,2000,Spring,No Holiday,Yes,3,6,2018
833,19,7.1,30,2.7,2000,Spring,No Holiday,Yes,3,6,2018
666,20,6.1,31,2.8,2000,Spring,No Holiday,Yes,3,6,2018
625,21,5.5,33,3.2,1995,Spring,No Holiday,Yes,3,6,2018
514,22,4.5,40,1.3,1871,Spring,No Holiday,Yes,3,6,2018
361,23,3.5,44,0.9,1905,Spring,No Holiday,Yes,3,6,2018
289,0,2.8,45,1.7,1493,Spring,No Holiday,Yes,3,7,2018
194,1,2.8,46,2.0,1709,Spring,No Holiday,Yes,3,7,2018
134,2,2.6,50,1.3,1962,Spring,No Holiday,Yes,3,7,2018
92,3,2.7,55,1.5,1989,Spring,No Holiday,Yes,3,7,2018
49,4,2.6,61,1.7,1998,Spring,No Holiday,Yes,3,7,2018
97,5,2.5,63,1.3,1987,Spring,No Holiday,Yes,3,7,2018
232,6,2.4,65,1.8,1989,Spring,No Holiday,Yes,3,7,2018
598,7,2.2,65,1.9,2000,Spring,No Holiday,Yes,3,7,2018
1032,8,2.6,63,1.6,1857,Spring,No Holiday,Yes,3,7,2018
566,9,3.8,58,2.0,1785,Spring,No Holiday,Yes,3,7,2018
410,10,5.2,52,1.5,1808,Spring,No Holiday,Yes,3,7,2018
441,11,8.0,43,1.7,1909,Spring,No Holiday,Yes,3,7,2018
550,12,9.6,39,1.8,1982,Spring,No Holiday,Yes,3,7,2018
509,13,9.9,39,1.9,1911,Spring,No Holiday,Yes,3,7,2018
505,14,9.8,38,0.9,1908,Spring,No Holiday,Yes,3,7,2018
620,15,10.2,34,2.3,1919,Spring,No Holiday,Yes,3,7,2018
646,16,10.4,36,3.2,1963,Spring,No Holiday,Yes,3,7,2018
849,17,10.4,37,1.0,2000,Spring,No Holiday,Yes,3,7,2018
1365,18,9.6,42,2.0,2000,Spring,No Holiday,Yes,3,7,2018
799,19,8.9,44,2.3,2000,Spring,No Holiday,Yes,3,7,2018
587,20,8.5,46,1.0,1977,Spring,No Holiday,Yes,3,7,2018
411,21,7.9,56,1.4,1975,Spring,No Holiday,Yes,3,7,2018
147,22,7.2,60,1.4,1928,Spring,No Holiday,Yes,3,7,2018
48,23,6.0,79,2.0,918,Spring,No Holiday,Yes,3,7,2018
49,0,5.2,83,1.5,733,Spring,No Holiday,Yes,3,8,2018
23,1,4.7,86,0.7,717,Spring,No Holiday,Yes,3,8,2018
19,2,4.2,88,0.9,553,Spring,No Holiday,Yes,3,8,2018
