,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
1185,2018-01-19,387,9,-2.1,42,1.3,1519,Winter,No Holiday,Yes,19,1,2018
1186,2018-01-19,255,10,0.0,29,1.3,1592,Winter,No Holiday,Yes,19,1,2018
1187,2018-01-19,283,11,2.2,20,0.6,1794,Winter,No Holiday,Yes,19,1,2018
1188,2018-01-19,341,12,4.3,28,1.5,1858,Winter,No Holiday,Yes,19,1,2018
1189,2018-01-19,341,13,4.7,26,2.6,1370,Winter,No Holiday,Yes,19,1,2018
1190,2018-01-19,349,14,4.7,24,3.6,1552,Winter,No Holiday,Yes,19,1,2018
1191,2018-01-19,381,15,5.4,25,2.4,1686,Winter,No Holiday,Yes,19,1,2018
1192,2018-01-19,390,16,4.9,27,2.8,1648,Winter,No Holiday,Yes,19,1,2018
1193,2018-01-19,468,17,4.1,34,3.1,1810,Winter,No Holiday,Yes,19,1,2018
1194,2018-01-19,702,18,2.9,45,1.6,1629,Winter,No Holiday,Yes,19,1,2018
1195,2018-01-19,471,19,2.0,48,1.8,1519,Winter,No Holiday,Yes,19,1,2018
1196,2018-01-19,342,20,1.2,51,0.6,1544,Winter,No Holiday,Yes,19,1,2018
1197,2018-01-19,331,21,0.5,52,0.8,1595,Winter,No Holiday,Yes,19,1,2018
1198,2018-01-19,292,22,0.0,56,0.8,1544,Winter,No Holiday,Yes,19,1,2018
1199,2018-01-19,236,23,-0.5,59,0.9,1487,Winter,No Holiday,Yes,19,1,2018
1200,2018-01-20,228,0,-0.6,60,0.6,1433,Winter,No Holiday,Yes,20,1,2018
1201,2018-01-20,258,1,-0.9,64,0.4,1273,Winter,No Holiday,Yes,20,1,2018
1202,2018-01-20,216,2,-0.9,65,0.6,1369,Winter,No Holiday,Yes,20,1,2018
1203,2018-01-20,118,3,-0.9,65,0.2,1359,Winter,No Holiday,Yes,20,1,2018
1204,2018-01-20,89,4,-0.7,65,0.6,1226,Winter,No Holiday,Yes,20,1,2018
1205,2018-01-20,56,5,-0.3,62,0.6,862,Winter,No Holiday,Yes,20,1,2018
1206,2018-01-20,50,6,-0.1,60,0.4,1080,Winter,No Holiday,Yes,20,1,2018
1207,2018-01-20,101,7,0.2,60,0.3,1145,Winter,No Holiday,Yes,20,1,2018
1208,2018-01-20,191,8,0.3,63,0.4,1140,Winter,No Holiday,Yes,20,1,2018
1209,2018-01-20,234,9,0.9,63,0.9,1090,Winter,No Holiday,Yes,20,1,2018
1210,2018-01-20,259,10,2.1,60,1.2,1005,Winter,No Holiday,Yes,20,1,2018
1211,2018-01-20,285,11,3.7,59,1.8,978,Winter,No Holiday,Yes,20,1,2018
1212,2018-01-20,325,12,5.3,55,2.6,904,Winter,No Holiday,Yes,20,1,2018
1213,2018-01-20,356,13,6.3,55,3.0,792,Winter,No Holiday,Yes,20,1,2018
1214,2018-01-20,334,14,5.9,61,3.2,623,Winter,No Holiday,Yes,20,1,2018
1215,2018-01-20,406,15,6.3,55,3.0,355,Winter,No Holiday,Yes,20,1,2018
1216,2018-01-20,352,16,6.6,42,3.0,355,Winter,No Holiday,Yes,20,1,2018
1217,2018-01-20,377,17,5.7,53,1.8,276,Winter,No Holiday,Yes,20,1,2018
1218,2018-01-20,283,18,4.6,55,3.2,232,Winter,No Holiday,Yes,20,1,2018
1219,2018-01-20,223,19,3.5,66,1.7,187,Winter,No Holiday,Yes,20,1,2018
1220,2018-01-20,219,20,2.9,66,1.2,173,Winter,No Holiday,Yes,20,1,2018
1221,2018-01-20,220,21,2.1,48,2.8,346,Winter,No Holiday,Yes,20,1,2018
1222,2018-01-20,232,22,1.5,48,2.4,422,Winter,No Holiday,Yes,20,1,2018
1223,2018-01-20,164,23,0.8,53,1.7,382,Winter,No Holiday,Yes,20,1,2018
1224,2018-01-21,196,0,-0.3,60,1.9,340,Winter,No Holiday,Yes,21,1,2018
1225,2018-01-21,177,1,-0.8,58,0.4,400,Winter,No Holiday,Yes,21,1,2018
1226,2018-01-21,107,2,-1.5,63,1.0,380,Winter,No Holiday,Yes,21,1,2018
1227,2018-01-21,107,3,-2.0,60,0.5,474,Winter,No Holiday,Yes,21,1,2018
1228,2018-01-21,73,4,-2.3,47,0.7,984,Winter,No Holiday,Yes,21,1,2018
1229,2018-01-21,32,5,-2.6,49,1.1,1065,Winter,No Holiday,Yes,21,1,2018
1230,2018-01-21,36,6,-3.1,54,1.4,1037,Winter,No Holiday,Yes,21,1,2018
1231,2018-01-21,61,7,-3.2,54,1.2,1113,Winter,No Holiday,Yes,21,1,2018
1232,2018-01-21,115,8,-3.6,53,0.5,1227,Winter,No Holiday,Yes,21,1,2018
1233,2018-01-21,152,9,-3.2,46,0.8,1091,Winter,No Holiday,Yes,21,1,2018
1234,2018-01-21,189,10,-1.3,37,0.8,1070,Winter,No Holiday,Yes,21,1,2018
1235,2018-01-21,216,11,1.9,25,1.0,1493,Winter,No Holiday,Yes,21,1,2018
1236,2018-01-21,271,12,3.9,30,1.6,1085,Winter,No Holiday,Yes,21,1,2018
1237,2018-01-21,343,13,4.9,22,2.0,1446,Winter,No Holiday,Yes,21,1,2018
1238,2018-01-21,340,14,5.4,18,1.2,1923,Winter,No Holiday,Yes,21,1,2018
1239,2018-01-21,389,15,5.4,20,2.2,1890,Winter,No Holiday,Yes,21,1,2018
1240,2018-01-21,396,16,4.7,17,2.1,2000,Winter,No Holiday,Yes,21,1,2018
1241,2018-01-21,383,17,3.8,20,1.3,2000,Winter,No Holiday,Yes,21,1,2018
1242,2018-01-21,295,18,2.5,24,2.0,2000,Winter,No Holiday,Yes,21,1,2018
1243,2018-01-21,223,19,1.3,25,1.3,2000,Winter,No Holiday,Yes,21,1,2018
1244,2018-01-21,258,20,0.3,27,0.4,2000,Winter,No Holiday,Yes,21,1,2018
1245,2018-01-21,237,21,-0.1,29,0.5,2000,Winter,No Holiday,Yes,21,1,2018
1246,2018-01-21,207,22,-0.3,32,0.7,2000,Winter,No Holiday,Yes,21,1,2018
1247,2018-01-21,170,23,-0.4,32,0.6,2000,Winter,No Holiday,Yes,21,1,2018
1248,2018-01-22,171,0,-0.2,30,0.4,2000,Winter,No Holiday,Yes,22,1,2018
1249,2018-01-22,97,1,-0.2,32,0.7,2000,Winter,No Holiday,Yes,22,1,2018
1250,2018-01-22,73,2,-0.2,33,1.4,2000,Winter,No Holiday,Yes,22,1,2018
1251,2018-01-22,53,3,-0.3,31,0.3,2000,Winter,No Holiday,Yes,22,1,2018
1252,2018-01-22,31,4,0.0,32,0.4,2000,Winter,No Holiday,Yes,22,1,2018
1253,2018-01-22,60,5,0.0,32,0.7,2000,Winter,No Holiday,Yes,22,1,2018
1254,2018-01-22,165,6,0.0,33,0.4,2000,Winter,No Holiday,Yes,22,1,2018
1255,2018-01-22,316,7,-0.4,34,1.0,1989,Winter,No Holiday,Yes,22,1,2018
1256,2018-01-22,683,8,-0.7,32,0.5,1991,Winter,No Holiday,Yes,22,1,2018
1257,2018-01-22,365,9,0.1,33,0.8,1901,Winter,No Holiday,Yes,22,1,2018
1258,2018-01-22,221,10,1.1,31,0.7,1898,Winter,No Holiday,Yes,22,1,2018
1259,2018-01-22,277,11,2.4,27,0.9,1796,Winter,No Holiday,Yes,22,1,2018
1260,2018-01-22,323,12,3.9,28,0.9,1383,Winter,No Holiday,Yes,22,1,2018
1261,2018-01-22,281,13,3.9,33,0.6,1249,Winter,No Holiday,Yes,22,1,2018
1262,2018-01-22,249,14,3.3,73,0.4,744,Winter,No Holiday,Yes,22,1,2018
1263,2018-01-22,63,15,3.6,69,1.8,655,Winter,No Holiday,Yes,22,1,2018
1264,2018-01-22,18,16,2.0,87,1.9,140,Winter,No Holiday,Yes,22,1,2018
1265,2018-01-22,43,17,1.3,93,1.2,81,Winter,No Holiday,Yes,22,1,2018
1266,2018-01-22,170,18,1.1,96,3.0,187,Winter,No Holiday,Yes,22,1,2018
1267,2018-01-22,167,19,-0.1,88,3.2,582,Winter,No Holiday,Yes,22,1,2018
1268,2018-01-22,181,20,-0.8,85,2.9,836,Winter,No Holiday,Yes,22,1,2018
1269,2018-01-22,187,21,-1.8,85,2.9,590,Winter,No Holiday,Yes,22,1,2018
1270,2018-01-22,170,22,-3.2,81,3.9,492,Winter,No Holiday,Yes,22,1,2018
1271,2018-01-22,139,23,-4.2,79,2.9,554,Winter,No Holiday,Yes,22,1,2018
1272,2018-01-23,96,0,-5.3,77,3.8,894,Winter,No Holiday,Yes,23,1,2018
1273,2018-01-23,120,1,-6.0,76,3.1,1178,Winter,No Holiday,Yes,23,1,2018
1274,2018-01-23,75,2,-7.5,65,3.9,2000,Winter,No Holiday,Yes,23,1,2018
1275,2018-01-23,55,3,-8.6,68,3.3,2000,Winter,No Holiday,Yes,23,1,2018
1276,2018-01-23,45,4,-9.5,49,4.3,2000,Winter,No Holiday,Yes,23,1,2018
1277,2018-01-23,44,5,-10.5,46,3.0,2000,Winter,No Holiday,Yes,23,1,2018
1278,2018-01-23,84,6,-11.5,47,3.2,2000,Winter,No Holiday,Yes,23,1,2018
1279,2018-01-23,211,7,-12.5,41,4.5,2000,Winter,No Holiday,Yes,23,1,2018
1280,2018-01-23,423,8,-13.0,41,4.0,2000,Winter,No Holiday,Yes,23,1,2018
1281,2018-01-23,228,9,-13.3,36,3.5,2000,Winter,No Holiday,Yes,23,1,2018
1282,2018-01-23,132,10,-12.1,34,3.5,1968,Winter,No Holiday,Yes,23,1,2018
1283,2018-01-23,184,11,-11.7,27,4.0,1935,Winter,No Holiday,Yes,23,1,2018
1284,2018-01-23,180,12,-11.3,27,3.7,1955,Winter,No Holiday,Yes,23,1,2018
1285,2018-01-23,189,13,-11.0,27,4.0,1959,Winter,No Holiday,Yes,23,1,2018
1286,2018-01-23,169,14,-10.4,30,4.3,2000,Winter,No Holiday,Yes,23,1,2018
1287,2018-01-23,181,15,-9.7,32,3.6,2000,Winter,No Holiday,Yes,23,1,2018
1288,2018-01-23,181,16,-10.1,34,4.3,2000,Winter,No Holiday,Yes,23,1,2018
1289,2018-01-23,239,17,-10.6,38,3.5,2000,Winter,No Holiday,Yes,23,1,2018
1290,2018-01-23,351,18,-11.5,43,2.4,2000,Winter,No Holiday,Yes,23,1,2018
1291,2018-01-23,248,19,-12.0,47,3.2,2000,Winter,No Holiday,Yes,23,1,2018
1292,2018-01-23,178,20,-12.5,52,3.0,2000,Winter,No Holiday,Yes,23,1,2018
1293,2018-01-23,145,21,-13.2,49,4.1,2000,Winter,No Holiday,Yes,23,1,2018
1294,2018-01-23,117,22,-13.9,45,4.0,2000,Winter,No Holiday,Yes,23,1,2018
1295,2018-01-23,106,23,-14.3,38,4.0,2000,Winter,No Holiday,Yes,23,1,2018
1296,2018-01-24,90,0,-14.6,34,3.9,2000,Winter,No Holiday,Yes,24,1,2018
1297,2018-01-24,89,1,-15.0,31,2.5,2000,Winter,No Holiday,Yes,24,1,2018
1298,2018-01-24,50,2,-15.2,32,3.1,2000,Winter,No Holiday,Yes,24,1,2018
1299,2018-01-24,32,3,-15.2,30,3.4,2000,Winter,No Holiday,Yes,24,1,2018
1300,2018-01-24,24,4,-15.4,30,2.5,2000,Winter,No Holiday,Yes,24,1,2018
1301,2018-01-24,34,5,-15.6,29,3.7,2000,Winter,No Holiday,Yes,24,1,2018
1302,2018-01-24,71,6,-15.7,29,2.5,2000,Winter,No Holiday,Yes,24,1,2018
1303,2018-01-24,164,7,-15.9,30,3.0,2000,Winter,No Holiday,Yes,24,1,2018
1304,2018-01-24,364,8,-16.2,30,1.6,2000,Winter,No Holiday,Yes,24,1,2018
1305,2018-01-24,192,9,-15.8,27,3.4,2000,Winter,No Holiday,Yes,24,1,2018
1306,2018-01-24,90,10,-14.5,24,4.6,1902,Winter,No Holiday,Yes,24,1,2018
1307,2018-01-24,124,11,-13.1,25,3.8,1964,Winter,No Holiday,Yes,24,1,2018
1308,2018-01-24,121,12,-12.2,26,4.0,2000,Winter,No Holiday,Yes,24,1,2018
1309,2018-01-24,140,13,-12.0,25,6.0,1887,Winter,No Holiday,Yes,24,1,2018
1310,2018-01-24,125,14,-11.1,26,3.8,1980,Winter,No Holiday,Yes,24,1,2018
1311,2018-01-24,149,15,-10.8,29,3.8,2000,Winter,No Holiday,Yes,24,1,2018
1312,2018-01-24,124,16,-11.2,30,4.7,2000,Winter,No Holiday,Yes,24,1,2018
1313,2018-01-24,203,17,-11.8,26,3.5,2000,Winter,No Holiday,Yes,24,1,2018
1314,2018-01-24,297,18,-13.0,29,3.4,2000,Winter,No Holiday,Yes,24,1,2018
1315,2018-01-24,211,19,-13.8,32,2.2,2000,Winter,No Holiday,Yes,24,1,2018
1316,2018-01-24,125,20,-14.3,37,1.3,2000,Winter,No Holiday,Yes,24,1,2018
1317,2018-01-24,132,21,-14.7,40,3.2,1933,Winter,No Holiday,Yes,24,1,2018
1318,2018-01-24,121,22,-15.2,45,4.0,2000,Winter,No Holiday,Yes,24,1,2018
1319,2018-01-24,82,23,-15.7,43,3.6,2000,Winter,No Holiday,Yes,24,1,2018
1320,2018-01-25,78,0,-15.9,43,3.8,2000,Winter,No Holiday,Yes,25,1,2018
1321,2018-01-25,68,1,-16.1,42,2.2,2000,Winter,No Holiday,Yes,25,1,2018
1322,2018-01-25,60,2,-16.0,42,1.3,2000,Winter,No Holiday,Yes,25,1,2018
1323,2018-01-25,32,3,-16.0,40,1.9,2000,Winter,No Holiday,Yes,25,1,2018
1324,2018-01-25,22,4,-15.9,37,2.4,1985,Winter,No Holiday,Yes,25,1,2018
1325,2018-01-25,34,5,-15.8,37,2.7,2000,Winter,No Holiday,Yes,25,1,2018
1326,2018-01-25,71,6,-16.1,33,3.0,2000,Winter,No Holiday,Yes,25,1,2018
1327,2018-01-25,165,7,-16.2,33,2.2,2000,Winter,No Holiday,Yes,25,1,2018
1328,2018-01-25,349,8,-16.4,32,3.3,2000,Winter,No Holiday,Yes,25,1,2018
1329,2018-01-25,187,9,-16.2,33,2.9,2000,Winter,No Holiday,Yes,25,1,2018
1330,2018-01-25,105,10,-15.3,33,2.4,2000,Winter,No Holiday,Yes,25,1,2018
1331,2018-01-25,122,11,-13.8,25,3.5,1996,Winter,No Holiday,Yes,25,1,2018
1332,2018-01-25,142,12,-12.8,25,3.2,1981,Winter,No Holiday,Yes,25,1,2018
1333,2018-01-25,130,13,-11.4,27,3.9,2000,Winter,No Holiday,Yes,25,1,2018
1334,2018-01-25,160,14,-10.4,25,2.3,1981,Winter,No Holiday,Yes,25,1,2018
1335,2018-01-25,130,15,-9.7,28,3.7,2000,Winter,No Holiday,Yes,25,1,2018
1336,2018-01-25,152,16,-9.6,31,2.6,1973,Winter,No Holiday,Yes,25,1,2018
1337,2018-01-25,170,17,-10.9,32,4.0,2000,Winter,No Holiday,Yes,25,1,2018
1338,2018-01-25,288,18,-11.8,33,4.0,2000,Winter,No Holiday,Yes,25,1,2018
1339,2018-01-25,178,19,-12.7,33,3.7,2000,Winter,No Holiday,Yes,25,1,2018
1340,2018-01-25,141,20,-13.5,33,2.4,2000,Winter,No Holiday,Yes,25,1,2018
1341,2018-01-25,137,21,-14.1,35,2.2,2000,Winter,No Holiday,Yes,25,1,2018
1342,2018-01-25,113,22,-14.6,35,2.5,2000,Winter,No Holiday,Yes,25,1,2018
1343,2018-01-25,79,23,-14.9,35,2.8,2000,Winter,No Holiday,Yes,25,1,2018
1344,2018-01-26,68,0,-15.1,34,1.7,2000,Winter,No Holiday,Yes,26,1,2018
1345,2018-01-26,93,1,-15.3,34,1.7,2000,Winter,No Holiday,Yes,26,1,2018
1346,2018-01-26,54,2,-15.6,33,2.2,2000,Winter,No Holiday,Yes,26,1,2018
1347,2018-01-26,41,3,-15.9,34,2.9,2000,Winter,No Holiday,Yes,26,1,2018
1348,2018-01-26,24,4,-16.4,36,1.5,2000,Winter,No Holiday,Yes,26,1,2018
1349,2018-01-26,36,5,-16.9,38,2.3,2000,Winter,No Holiday,Yes,26,1,2018
1350,2018-01-26,64,6,-17.4,40,1.6,2000,Winter,No Holiday,Yes,26,1,2018
1351,2018-01-26,142,7,-17.5,38,3.4,2000,Winter,No Holiday,Yes,26,1,2018
1352,2018-01-26,322,8,-17.8,40,2.5,2000,Winter,No Holiday,Yes,26,1,2018
1353,2018-01-26,149,9,-17.5,37,3.8,1941,Winter,No Holiday,Yes,26,1,2018
1354,2018-01-26,96,10,-16.5,33,3.4,1703,Winter,No Holiday,Yes,26,1,2018
1355,2018-01-26,93,11,-15.6,31,3.3,1808,Winter,No Holiday,Yes,26,1,2018
1356,2018-01-26,111,12,-14.4,30,2.7,1906,Winter,No Holiday,Yes,26,1,2018
1357,2018-01-26,115,13,-13.3,28,2.7,1889,Winter,No Holiday,Yes,26,1,2018
1358,2018-01-26,116,14,-12.1,27,2.5,1879,Winter,No Holiday,Yes,26,1,2018
1359,2018-01-26,140,15,-11.4,27,3.3,1805,Winter,No Holiday,Yes,26,1,2018
1360,2018-01-26,147,16,-10.8,28,2.7,1778,Winter,No Holiday,Yes,26,1,2018
1361,2018-01-26,196,17,-11.5,31,3.3,1745,Winter,No Holiday,Yes,26,1,2018
1362,2018-01-26,305,18,-12.7,33,2.5,1835,Winter,No Holiday,Yes,26,1,2018
1363,2018-01-26,171,19,-13.2,33,2.4,1863,Winter,No Holiday,Yes,26,1,2018
1364,2018-01-26,121,20,-13.7,35,1.7,1878,Winter,No Holiday,Yes,26,1,2018
1365,2018-01-26,130,21,-14.1,36,1.8,1869,Winter,No Holiday,Yes,26,1,2018
1366,2018-01-26,108,22,-14.6,40,1.8,1746,Winter,No Holiday,Yes,26,1,2018
1367,2018-01-26,89,23,-14.4,38,2.7,1738,Winter,No Holiday,Yes,26,1,2018
1368,2018-01-27,80,0,-15.0,42,1.2,1766,Winter,No Holiday,Yes,27,1,2018
1369,2018-01-27,94,1,-15.1,43,0.8,1905,Winter,No Holiday,Yes,27,1,2018
1370,2018-01-27,75,2,-15.3,43,0.6,1867,Winter,No Holiday,Yes,27,1,2018
1371,2018-01-27,41,3,-15.3,43,0.8,1963,Winter,No Holiday,Yes,27,1,2018
1372,2018-01-27,36,4,-15.3,47,0.8,1868,Winter,No Holiday,Yes,27,1,2018
1373,2018-01-27,25,5,-15.4,45,0.8,2000,Winter,No Holiday,Yes,27,1,2018
1374,2018-01-27,33,6,-15.3,47,0.7,1921,Winter,No Holiday,Yes,27,1,2018
1375,2018-01-27,57,7,-15.7,53,1.3,1629,Winter,No Holiday,Yes,27,1,2018
1376,2018-01-27,84,8,-15.9,58,0.9,1369,Winter,No Holiday,Yes,27,1,2018
1377,2018-01-27,105,9,-15.1,49,1.1,1401,Winter,No Holiday,Yes,27,1,2018
1378,2018-01-27,96,10,-12.3,35,0.6,1497,Winter,No Holiday,Yes,27,1,2018
1379,2018-01-27,125,11,-9.6,33,1.1,1748,Winter,No Holiday,Yes,27,1,2018
1380,2018-01-27,145,12,-7.7,32,2.5,1763,Winter,No Holiday,Yes,27,1,2018
1381,2018-01-27,189,13,-6.6,27,2.1,1889,Winter,No Holiday,Yes,27,1,2018
1382,2018-01-27,193,14,-4.1,25,2.0,1730,Winter,No Holiday,Yes,27,1,2018
1383,2018-01-27,192,15,-3.7,26,2.2,1739,Winter,No Holiday,Yes,27,1,2018
1384,2018-01-27,195,16,-3.7,25,2.6,1839,Winter,No Holiday,Yes,27,1,2018
1385,2018-01-27,207,17,-4.6,26,1.9,2000,Winter,No Holiday,Yes,27,1,2018
1386,2018-01-27,162,18,-6.6,31,3.0,1988,Winter,No Holiday,Yes,27,1,2018
1387,2018-01-27,122,19,-7.1,33,2.0,1887,Winter,No Holiday,Yes,27,1,2018
1388,2018-01-27,117,20,-7.6,36,1.7,1858,Winter,No Holiday,Yes,27,1,2018
1389,2018-01-27,103,21,-7.9,35,2.6,1878,Winter,No Holiday,Yes,27,1,2018
1390,2018-01-27,114,22,-7.8,43,2.3,1804,Winter,No Holiday,Yes,27,1,2018
1391,2018-01-27,103,23,-7.6,42,1.2,1760,Winter,No Holiday,Yes,27,1,2018
1392,2018-01-28,125,0,-7.5,36,2.3,1972,Winter,No Holiday,Yes,28,1,2018
1393,2018-01-28,103,1,-7.5,45,2.4,1853,Winter,No Holiday,Yes,28,1,2018
1394,2018-01-28,72,2,-7.8,51,1.9,1627,Winter,No Holiday,Yes,28,1,2018
1395,2018-01-28,67,3,-7.7,49,1.8,1573,Winter,No Holiday,Yes,28,1,2018
1396,2018-01-28,38,4,-7.6,37,1.6,1966,Winter,No Holiday,Yes,28,1,2018
1397,2018-01-28,21,5,-7.5,33,1.5,2000,Winter,No Holiday,Yes,28,1,2018
1398,2018-01-28,30,6,-7.8,35,1.9,2000,Winter,No Holiday,Yes,28,1,2018
1399,2018-01-28,42,7,-8.0,39,1.9,2000,Winter,No Holiday,Yes,28,1,2018
1400,2018-01-28,72,8,-8.1,43,1.7,1943,Winter,No Holiday,Yes,28,1,2018
1401,2018-01-28,104,9,-7.8,41,1.8,1923,Winter,No Holiday,Yes,28,1,2018
1402,2018-01-28,111,10,-5.9,35,1.9,1940,Winter,No Holiday,Yes,28,1,2018
1403,2018-01-28,145,11,-4.6,27,2.6,1887,Winter,No Holiday,Yes,28,1,2018
1404,2018-01-28,189,12,-3.5,26,2.5,1756,Winter,No Holiday,Yes,28,1,2018
1405,2018-01-28,206,13,-2.4,22,2.5,1866,Winter,No Holiday,Yes,28,1,2018
1406,2018-01-28,225,14,-1.5,20,3.0,1992,Winter,No Holiday,Yes,28,1,2018
1407,2018-01-28,217,15,-1.9,23,4.3,2000,Winter,No Holiday,Yes,28,1,2018
1408,2018-01-28,187,16,-2.1,27,4.0,2000,Winter,No Holiday,Yes,28,1,2018
1409,2018-01-28,178,17,-3.8,32,5.2,2000,Winter,No Holiday,Yes,28,1,2018
1410,2018-01-28,157,18,-4.9,35,3.7,2000,Winter,No Holiday,Yes,28,1,2018
1411,2018-01-28,134,19,-6.0,31,3.6,2000,Winter,No Holiday,Yes,28,1,2018
1412,2018-01-28,113,20,-7.0,30,2.8,2000,Winter,No Holiday,Yes,28,1,2018
1413,2018-01-28,106,21,-7.3,34,3.5,2000,Winter,No Holiday,Yes,28,1,2018
1414,2018-01-28,105,22,-7.9,40,2.5,1997,Winter,No Holiday,Yes,28,1,2018
1415,2018-01-28,81,23,-8.7,42,2.1,1981,Winter,No Holiday,Yes,28,1,2018
1416,2018-01-29,80,0,-9.3,45,0.7,1976,Winter,No Holiday,Yes,29,1,2018
1417,2018-01-29,62,1,-9.8,47,1.3,1934,Winter,No Holiday,Yes,29,1,2018
1418,2018-01-29,49,2,-10.2,47,0.9,1808,Winter,No Holiday,Yes,29,1,2018
1419,2018-01-29,27,3,-9.8,43,2.8,1963,Winter,No Holiday,Yes,29,1,2018
1420,2018-01-29,26,4,-9.9,45,2.5,1967,Winter,No Holiday,Yes,29,1,2018
1421,2018-01-29,50,5,-10.4,47,1.0,1921,Winter,No Holiday,Yes,29,1,2018
1422,2018-01-29,94,6,-10.9,43,1.0,1967,Winter,No Holiday,Yes,29,1,2018
1423,2018-01-29,231,7,-11.1,37,1.6,2000,Winter,No Holiday,Yes,29,1,2018
1424,2018-01-29,450,8,-11.5,38,1.0,1998,Winter,No Holiday,Yes,29,1,2018
1425,2018-01-29,217,9,-10.8,34,2.9,1975,Winter,No Holiday,Yes,29,1,2018
1426,2018-01-29,135,10,-9.5,28,3.7,1893,Winter,No Holiday,Yes,29,1,2018
1427,2018-01-29,166,11,-8.1,24,3.6,1761,Winter,No Holiday,Yes,29,1,2018
1428,2018-01-29,186,12,-7.3,23,3.8,1903,Winter,No Holiday,Yes,29,1,2018
1429,2018-01-29,166,13,-6.9,23,4.6,1963,Winter,No Holiday,Yes,29,1,2018
1430,2018-01-29,168,14,-5.7,23,4.5,1956,Winter,No Holiday,Yes,29,1,2018
1431,2018-01-29,177,15,-5.2,27,4.5,1927,Winter,No Holiday,Yes,29,1,2018
1432,2018-01-29,195,16,-5.5,28,4.3,1926,Winter,No Holiday,Yes,29,1,2018
1433,2018-01-29,239,17,-5.7,30,3.6,1978,Winter,No Holiday,Yes,29,1,2018
1434,2018-01-29,438,18,-6.6,34,2.5,2000,Winter,No Holiday,Yes,29,1,2018
1435,2018-01-29,282,19,-7.1,40,3.2,2000,Winter,No Holiday,Yes,29,1,2018
1436,2018-01-29,197,20,-7.4,41,3.8,2000,Winter,No Holiday,Yes,29,1,2018
1437,2018-01-29,182,21,-7.7,42,2.9,1905,Winter,No Holiday,Yes,29,1,2018
1438,2018-01-29,172,22,-8.8,40,3.0,1985,Winter,No Holiday,Yes,29,1,2018
1439,2018-01-29,99,23,-9.4,41,1.6,2000,Winter,No Holiday,Yes,29,1,2018
1440,2018-01-30,108,0,-10.0,34,1.1,2000,Winter,No Holiday,Yes,30,1,2018
1441,2018-01-30,129,1,-10.4,37,0.3,2000,Winter,No Holiday,Yes,30,1,2018
1442,2018-01-30,84,2,-10.6,40,1.0,2000,Winter,No Holiday,Yes,30,1,2018
1443,2018-01-30,54,3,-10.7,42,1.4,2000,Winter,No Holiday,Yes,30,1,2018
1444,2018-01-30,33,4,-11.1,50,1.2,1986,Winter,No Holiday,Yes,30,1,2018
1445,2018-01-30,47,5,-11.3,53,1.6,1979,Winter,No Holiday,Yes,30,1,2018
1446,2018-01-30,94,6,-11.2,53,0.9,2000,Winter,No Holiday,Yes,30,1,2018
1447,2018-01-30,214,7,-11.3,57,0.9,1984,Winter,No Holiday,Yes,30,1,2018
1448,2018-01-30,491,8,-11.1,61,0.7,1963,Winter,No Holiday,Yes,30,1,2018
1449,2018-01-30,254,9,-9.9,49,0.8,1624,Winter,No Holiday,Yes,30,1,2018
1450,2018-01-30,170,10,-7.5,42,0.9,1705,Winter,No Holiday,Yes,30,1,2018
1451,2018-01-30,220,11,-4.5,29,1.3,1912,Winter,No Holiday,Yes,30,1,2018
1452,2018-01-30,253,12,-3.2,32,2.7,1900,Winter,No Holiday,Yes,30,1,2018
1453,2018-01-30,225,13,-1.3,35,2.0,1893,Winter,No Holiday,Yes,30,1,2018
1454,2018-01-30,238,14,-1.1,46,2.1,1437,Winter,No Holiday,Yes,30,1,2018
1455,2018-01-30,173,15,-1.6,55,2.5,1891,Winter,No Holiday,Yes,30,1,2018
1456,2018-01-30,94,16,-2.2,76,1.7,233,Winter,No Holiday,Yes,30,1,2018
1457,2018-01-30,53,17,-2.4,85,0.3,174,Winter,No Holiday,Yes,30,1,2018
1458,2018-01-30,100,18,-2.3,91,0.4,202,Winter,No Holiday,Yes,30,1,2018
1459,2018-01-30,59,19,-1.7,91,1.1,167,Winter,No Holiday,Yes,30,1,2018
1460,2018-01-30,72,20,-1.5,91,1.7,270,Winter,No Holiday,Yes,30,1,2018
1461,2018-01-30,60,21,-1.6,91,1.3,508,Winter,No Holiday,Yes,30,1,2018
1462,2018-01-30,73,22,-1.7,85,1.2,1006,Winter,No Holiday,Yes,30,1,2018
1463,2018-01-30,62,23,-1.7,83,1.0,1093,Winter,No Holiday,Yes,30,1,2018
1464,2018-01-31,69,0,-1.7,83,0.8,1113,Winter,No Holiday,Yes,31,1,2018
1465,2018-01-31,96,1,-1.6,81,1.1,1141,Winter,No Holiday,Yes,31,1,2018
1466,2018-01-31,60,2,-1.6,80,1.4,1097,Winter,No Holiday,Yes,31,1,2018
1467,2018-01-31,47,3,-2.2,83,1.0,977,Winter,No Holiday,Yes,31,1,2018
1468,2018-01-31,34,4,-2.4,82,1.5,877,Winter,No Holiday,Yes,31,1,2018
1469,2018-01-31,34,5,-2.8,83,0.6,946,Winter,No Holiday,Yes,31,1,2018
1470,2018-01-31,63,6,-3.1,80,0.7,1215,Winter,No Holiday,Yes,31,1,2018
